user_id,username,alpha_badge,review_count,account_level,badges
EHMatchaYen,Endjie Herawati @eh.matchayen,no badge,52,6,no badge
cynthia,Cynthia Harianto,no badge,56,6,"Bakmi,Dessert,"
rickogky,ricko arvianto,no badge,34,6,no badge
cindy_keintjem,Cindy Keintjem,no badge,17,4,no badge
barik_lana,Barik Lana,no badge,3,1,no badge
Dennisryw,Dennisryw,no badge,2,1,no badge
christy_gunawan,Christy Gunawan,no badge,1,1,no badge
jktfoodmap,Kelvin Tan,no badge,64,7,"Dessert,"
patty88,patty88,no badge,7,2,no badge
foodzona_foodie,foodzona.id,no badge,37,5,"Kopi,"
eatingforlyfe,Fioo | @eatingforlyfe,Alfa 2021,236,11,"Kopi,Bakmi,Dessert,Bubble Tea,"
ester_angelina,Ester A,no badge,182,10,"Kopi,Pasta,Dessert,"
G.Kahari,Gusti Kahari,no badge,9,2,no badge
Shantyjp,Shantyjp,no badge,6,2,no badge
ViviSilviani,Silviani,no badge,13,3,no badge
Dewi,Dewi,no badge,8,2,no badge
oemar_ichsan,Oemar ichsan,Alfa 2021,210,12,"BBQ,Kopi,Bakmi,Dessert,"
freddiewj,Freddy Wijaya,Alfa 2019,150,10,"Chinese Food,Kopi,Pasta,Dessert,Bubble Tea,"
yunnita_lie,Yunnita Lie,no badge,58,7,"Dessert,"
yunusbiu,Yunus Biu | @makanbiarsenang,Alfa 2020,245,11,"Kopi,Bakmi,Dessert,"
endra_a_h,Endra A.H,no badge,6,2,no badge
fenny_tjitra,Fenny Tjitra,no badge,23,4,no badge
amessyeater,Dhanyar S,no badge,2,1,no badge
hani_yasmine,siti hanifah yasmine,no badge,8,2,no badge
AnastasiaNatalia,Anastasia,no badge,4,1,no badge
gilangpebrian,Gilang Pebrian,no badge,33,6,"Kopi,"
kulinerjktmurah,kulinerjktmurah | yulianisa & tantri,no badge,120,9,"Kopi,Dessert,"
lorafoodiary,Laura & Kevin | @lorafoodiary,no badge,26,4,no badge
girlsdwii,catgoesmiawyaw,no badge,114,9,"Kopi,"
bru.journal,bru,no badge,8,2,no badge
ananda_safira,Ananda safira,no badge,4,1,no badge
julianwithdanisa,Julian with danisa,Alfa 2019,150,9,"Dessert,Bubble Tea,"
erica_aubade,Erica Aubade (@causdiary),no badge,17,4,no badge
brilian_shella,Brilian Shella,no badge,4,1,no badge
Merlia,Merlia Husin,no badge,3,1,no badge
jktforkspoon,Gavrila Joanita,no badge,4,1,no badge
andykhohara,Andy Khohara,no badge,47,7,"Kopi,Dessert,"
shannon_darmansyah,Shannon Darmansyah,no badge,1,1,no badge
anggraeni_suliwantari,Anggraeni Suliwantari,no badge,1,1,no badge
irene_angelica,irene angelica,no badge,1,0,no badge
winni_e,winni e,no badge,1,1,no badge
yenny_suleiman,Yenny suleiman,no badge,1,1,no badge
aurora_oktabella,Aurora Oktabella,no badge,1,1,no badge
yohan_muliono,Yohan Muliono,no badge,1,1,no badge
gladys_prawira,Gladys Prawira,no badge,87,8,"Dessert,"
Michael.Sean,Michael Sean,no badge,53,6,"Pasta,Dessert,"
EatWithKoko,Christian @EatWithKoko,no badge,20,4,no badge
filipiphoebe,Filipi Phoebe #FoodieTiam,no badge,14,3,no badge
dhia.naura,dhia.naura,no badge,1,1,no badge
pricillia_haesanny,Pricillia Haesanny,no badge,11,3,no badge
azizah_istiqozah,Azizah Istiqozah,no badge,10,2,no badge
cindy_chrestella,Cindy Chrestella,no badge,10,2,no badge
nurulfitriyas,Nurul Fitriya,no badge,26,5,no badge
samira_inasyah,Samira Inasyah,no badge,80,8,"Kopi,"
Chokie_lbs,Saya Laper,no badge,174,11,"Kopi,Bakmi,"
ugi_mars,Another planet,no badge,19,4,"Kopi,"
wignyowicaksono,Wignyo Wicaksono,no badge,94,8,"Kopi,Bakmi,"
Antonio.Chen,Antonio,no badge,4,1,no badge
justvanz,Ivan Stevanus,no badge,12,3,no badge
juju_kyo,Juliana Kyoo,no badge,31,5,no badge
vic_2,Vic 2,no badge,2,1,no badge
itin_itin,itin itin,no badge,3,1,no badge
calista_xian,Lauren Vicky Calista,no badge,17,3,no badge
ketrin,katrina agustine,no badge,3,1,no badge
CoffeeCabeCabean,Chili Coffee,no badge,6,2,no badge
florencia_irena,Florencia Irena,no badge,1,1,no badge
rafel_kurnia,Rafel Kurnia,no badge,1,1,no badge
kevhals,kevhals,no badge,1,1,no badge
geraldi_edward,Geraldi Edward,no badge,27,5,"Kopi,"
afifalfarizi,afifalfarizi,no badge,22,4,no badge
claudia_sanviana,Claudia Sanviana,no badge,3,1,no badge
flavored_foodprint,Flavored Foodprint,no badge,4,1,no badge
inge_krisniawati,Inge Inge,Alfa 2021,637,14,"Ramen,Chinese Food,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
kulina_vacation,kulina vacation,no badge,15,3,no badge
ghea_artha,Ghea Artha,no badge,91,8,"Kopi,Dessert,Bubble Tea,"
nesyaa,Nesyaa,no badge,4,1,no badge
gwenash,Gwyneth Xaviera,no badge,20,4,no badge
makandoangg,Ellen @MakanDoangg,no badge,21,4,no badge
beta-user,Cyn Bo,no badge,27,4,"Dessert,"
carissasasa,odillia carissa,no badge,40,6,no badge
hanna_yulia,Hanna Yulia,no badge,69,7,"Kopi,Dessert,"
Kevin.Winsonata,Kevin Winsonata,no badge,50,6,no badge
devit_susilo,devit_susilo,no badge,1,1,no badge
GabriellaRasmi,Rasmi.mii,no badge,19,3,no badge
Kartiniapr1,Kartini Aprilia,no badge,3,1,no badge
rindi_group,@kulinerjakartabarat,no badge,24,5,no badge
raya_ulfah,Raya Ulfah,no badge,2,1,no badge
marchalatte,marchalatte,no badge,2,1,no badge
cool911,cool911,no badge,18,3,no badge
hera_tri_hidayanti,Hera Hidayanti,no badge,10,2,no badge
nyonya_buncit,nyonya buncit,no badge,3,1,no badge
sisternomnom,sisternomnom,no badge,6,2,no badge
rishil,Riris Hilda,no badge,187,12,"Kopi,Bakmi,Dessert,Bubble Tea,"
godzillatummy,Godzillatummy,no badge,8,2,no badge
joko_loyo,Joko Loyo,no badge,11,3,no badge
clara_stephanie,Clara Stephanie,no badge,16,3,no badge
wiko_suhendra,Wiko Suhendra,no badge,34,6,no badge
yummyculinaryid,Eka Febriyani @yummyculinaryid,Alfa 2019,217,11,"Kopi,Pasta,Dessert,"
kezia_tiffany,Kezia Tiffany,no badge,48,6,"Dessert,"
Eatforeyes,Eat for Eyes,no badge,11,3,no badge
juandy_lais,JKTBolangBaling,no badge,18,3,no badge
theosei,theosei,no badge,3,1,no badge
axel_kalalo,Feedingyourbelly,no badge,18,3,no badge
foodanonymousid,Food Anonymous IG: @foodanonymousid,no badge,6,2,no badge
yoliechan,@yoliechan_lie,no badge,1107,16,"Steak,Ramen,Chinese Food,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
totoro,totoro,no badge,3,1,no badge
sernisetiani,di EAT aja by HS,no badge,3,1,no badge
daisy_thehamihardja,grignothe,no badge,10,3,no badge
Ernanha,Erna Ernawatya,no badge,14,3,no badge
greseldaruby_gr,Greselda Ruby,no badge,4,1,no badge
Soviaopi,Sovia Hasanah,no badge,19,4,no badge
nisanis,Nisanis,no badge,346,13,"Steak,Seafood,Kopi,Pasta,Sushi,Dessert,"
gitaprw,Gita Pratiwi,no badge,29,5,no badge
nantikitamakanini,Rio Deniro,no badge,40,5,no badge
ngengunyah,@jktfoodiexplore,no badge,32,5,no badge
jeafin,jeafin,no badge,10,2,no badge
atikayuniarsya,atika yuniarsya,no badge,3,1,no badge
laperdiary,Laper Diary,no badge,10,2,no badge
Hadichrizt,Hadichrizt,no badge,39,5,no badge
anastasia_maria_felicia_herman,Felicia Herman,no badge,6,2,no badge
pritaatha,Prita Hayuning Dias,no badge,630,15,"Steak,Ramen,Seafood,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,"
kevin_suryadi,Kevin Suryadi,no badge,207,11,"Kopi,Bakmi,Burger,Dessert,"
yulianawangs,Yulia,no badge,3,1,no badge
Xbillsz,Kaleejah,no badge,3,1,no badge
Jeniffergrcllia,Jeniffer Gracellia,no badge,13,3,no badge
makanenaktrus_,Makanenaktrus_,no badge,8,3,no badge
michael_tristan,Taster Spoiler,no badge,22,4,no badge
all_me_yeah,Gregorius Bayu Aji Wibisono,Alfa 2021,1599,18,"Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
debdeeeby96_gmail_com,Deb,no badge,25,4,no badge
rensuspaul,Rensus Sitorus,no badge,45,6,"Kopi,"
davidgervaise,David Gervaise,no badge,6,2,no badge
asnijanuar,Asni Januariski,no badge,6,2,no badge
n_satrya,n satrya,no badge,6,2,no badge
clara_erica,Clara Erica,no badge,1,1,no badge
sereliciouz,Serenata Kedang,no badge,12,3,no badge
toekangdjadjan,Arifina | @toekangdjadjan,no badge,35,5,no badge
Uncu_Pitu,Mbu Jajan,no badge,4,1,no badge
tmsky,Alyxita Morrona,no badge,1,1,no badge
gabriellaxtine,gabriellaxtine,no badge,19,4,no badge
androsg,AndroSG @andro_sg,no badge,23,5,no badge
rasya_hanifah,Rasya Hanifah,no badge,2,1,no badge
Vanda,Vanda Lestarini,no badge,3,1,no badge
bawahgoban,bawahgoban,no badge,4,1,no badge
makanmoloe,@makanmoloe | Toga,no badge,57,6,"Kopi,"
foodbuddies.id,@Foodbuddies.id | Thyra Annisaa,Alfa 2021,462,13,"Ramen,Kopi,Bakmi,Pizza,Pasta,Burger,Dessert,Bubble Tea,"
foodiary.me,@foodiaryme | Khey & Farhan,Alfa 2018,371,13,"BBQ,Kopi,Bakmi,Pasta,Burger,Dessert,"
Steven18,Steven Widjaja,no badge,9,2,no badge
witrs,Wita,no badge,17,3,no badge
anakgenduts,anakgenduts,no badge,5,1,no badge
puteri_olivia,Puteri Olivia,no badge,3,1,no badge
hungryeats.id,HUNGRYEATS.ID,no badge,12,3,no badge
permana_bayu,permana bayu,no badge,1,1,no badge
JIO,JIO,no badge,17,3,no badge
foodiary.jkt,Food Diary Jakarta,no badge,11,3,no badge
affrizal_nagasena,Affrizal Nagasena,no badge,21,4,no badge
ricky_moniung,Ricky Moniung,no badge,1,1,no badge
marcelinasondak,Marcelina Sondak | IG : marcelinasondakk,no badge,14,3,no badge
irawidya,ira widya,no badge,3,1,no badge
sasa_terry,sasa terry,no badge,8,2,no badge
liana_listiawan,Liana Listiawan,no badge,2,1,no badge
putri_kharina,putri kharina,no badge,7,2,no badge
Nanakawaichan,nanakawaichan,no badge,68,7,no badge
leny_suharja,Leny Suharja,no badge,8,2,no badge
astica_novianti,Astica Novianti,no badge,1,1,no badge
azmi234,tata utami,no badge,6,2,no badge
dian_nitasari,Dyan Nitasari,no badge,86,8,"Kopi,"
jajancouple,jajancouple,no badge,9,2,no badge
sinthiatan,Miss NomNom,no badge,80,9,no badge
DiraAndini,DiraAndini,no badge,18,3,no badge
eko_kurniawan,Eko Kurniawan,no badge,1,1,no badge
esther_prawiro,Esther Lie,no badge,60,7,"Bakmi,"
edbert,Edbert,no badge,65,7,no badge
edwin_hartanto,⭐ Positifoodie ⭐,no badge,34,5,no badge
andika_dika,Andika Dika,no badge,5,1,no badge
anggi_setiany,anggi setiany,no badge,1,1,no badge
hepi,hepi,no badge,9,2,no badge
FattyTheFoodist,fatty the foodist,no badge,5,2,no badge
adit_zuher,Aditia Suherdi,no badge,21,4,no badge
rakusmantaps,Rakusmantap,no badge,6,2,no badge
fauziachmaad,Achmad Fauzi -- @seperkulineran,no badge,4,1,no badge
desydrasi,Makan Mulu,no badge,784,15,"Steak,BBQ,Kopi,Bakmi,Pizza,Pasta,Sushi,Dessert,Bubble Tea,"
AthifaRahmah,Athifa Rahmah,no badge,132,10,no badge
jessica_tanzil,Jessica Tan,no badge,39,6,"Pasta,"
Limerwin,Limerwin,no badge,27,4,no badge
angelina_anjar_sawitri,Angelina Sawitri,no badge,10,2,no badge
windapuss,Winda Puspita,no badge,50,7,"Dessert,"
yolanda_andika,Yolanda Andika,no badge,2,1,no badge
putri_pelangi,Putri Pelangi,no badge,2,1,no badge
Weiss,Wewe Coco,no badge,133,9,"Kopi,"
felysiagustin,Felysia Agustin,no badge,19,4,no badge
clarineneonardi,Clarine Neonardi | @clayfoodjourney,Alfa 2019,225,11,"Steak,Ramen,Bakmi,Pizza,Sushi,Dessert,"
makanmulu.jkt,makanmulu.jkt,no badge,4,1,no badge
vanessa,food addict,no badge,8,2,no badge
sukha_spirit,Sukha Spirit,no badge,1,0,no badge
cisil_sutjandi,Cisil Sutjandi,no badge,1,1,no badge
Stephanie.Surjadi,Stephanie Surjadi,no badge,22,4,no badge
ketepi.id,Andreas ( IG : ommakanom ),no badge,14,3,no badge
felita,duocicip,Alfa 2021,653,15,"Ramen,Chinese Food,Dimsum,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
Anna,Aloysia Anna,no badge,11,3,no badge
diansetianings,dian setianingrum,no badge,41,6,no badge
rahadianto_putra,Rahadianto Putra,Alfa 2018,192,10,"Kopi,Bakmi,"
oktariangelina,Oktari Angelina @oktariangelina,no badge,69,7,no badge
MakanYukChef,Chef B,no badge,2,1,no badge
janah,janah 46,no badge,10,2,no badge
asistar,asistar,no badge,1,1,no badge
noviana_tsi,Noviana Tsi,no badge,2,1,no badge
richieniclaus,Richie Niclaus,no badge,32,5,"Kopi,"
bikingiler_id,Bikin Ngiler,no badge,4,1,no badge
jason_ardianto,Jason Ardianto,no badge,1,0,no badge
steven_khang,wisatakuliner10,no badge,38,5,no badge
domia,domia,no badge,5,1,no badge
reinalauw,Reina Lauw,no badge,5,2,no badge
perut.lapar,perut.lapar,no badge,89,8,"Kopi,"
felecia_syadina,Felecia Syadina,no badge,6,2,no badge
vitaakita,vitaakita,no badge,10,2,no badge
WillisZhang,Willis Zhang,no badge,12,3,no badge
felita,duocicip,Alfa 2021,654,15,"Ramen,Chinese Food,Dimsum,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
lydialiemena,Lydia Liemena,no badge,2,1,no badge
mila_christina,Mila Christina,no badge,6,2,no badge
sisca_aprillia_azhary,Sisca Azhary,no badge,14,3,no badge
efajelly,efa yuliwati,no badge,78,8,no badge
andreas_chandra,Idfoodiesrepo,no badge,3,1,no badge
tyatira,pengguna shower kap,no badge,12,3,no badge
loreen,loreen,no badge,2,1,no badge
meutia_rumondang,itsmeu,no badge,101,9,"Kopi,"
patreciatjuanda,Patrecia Tjuanda,no badge,7,2,no badge
ridharasyida,Ridha Rasyida,no badge,7,2,no badge
justinhalim,Justin Halim,no badge,33,5,no badge
hans_latuheru,Hans Latuheru | @hanslatuheru,no badge,5,2,no badge
ailsa_chairani,Ailsa Chairani,no badge,170,10,"Kopi,Dessert,"
ni_devin,ni Devin.,no badge,14,3,no badge
michellesoviner,michellesoviner,no badge,1,1,no badge
vinia_fransiska,Vinia Fransiska,no badge,4,1,no badge
maromakan,wilmar sitindaon,no badge,39,6,no badge
MariaNiel,MariaNiel,no badge,2,1,no badge
steven_kyou,Steven Kyou,no badge,10,2,no badge
d1d13,diane_d1d13,no badge,4,1,no badge
alisha_apriany,Alisha Apriany,no badge,5,2,no badge
FOODIARYPAOPAO,FOODIARYPAOPAO,no badge,12,3,no badge
amieastenisea,Rachmi Astenisea,no badge,20,4,no badge
cantstopeatinggg,Ig: @cantstopeatinggg,no badge,3,1,no badge
dellalukman,Della Lukman | @dellalukman,no badge,33,5,no badge
sikokodonat,Sikokodonat by HS | Foodie,no badge,21,4,no badge
jkt_foodhunter,Albert Ngatidjan,no badge,5,1,no badge
jerieyanti,food,no badge,10,2,no badge
sherlyveronica,Sherly Veronica,no badge,25,4,no badge
olivia_farren,Liv [IG📸: @olivlaughloaf],no badge,2,1,no badge
grace_gunawan12,Gracy,no badge,17,4,no badge
lydia_natalia_sutanto,Lydia natalia Sutanto,no badge,9,2,no badge
fade_candra,Fade Candra,no badge,7,2,no badge
raisuns,raisa jarief,no badge,5,2,no badge
muthiaadriana,muthia adriana,no badge,6,2,no badge
eva_megaretta,Eva Megaretta,no badge,9,3,no badge
unggulgw,unggulgw,no badge,2,1,no badge
foods__storyy,Foods _Storyy,no badge,2,1,no badge
reno_baihaqi,Reno Ben Haqi,no badge,2,1,no badge
kuy_nyamnyam,Celwithfood,no badge,7,2,no badge
032_ghina_raudatul_jannah,Ghinaaardtl,no badge,3,1,no badge
yessica_florencia,Yessica Florencia,no badge,15,3,no badge
yoora_renia,Yoora Renia,no badge,1,1,no badge
fanesasari,fanesasari,no badge,5,2,no badge
gracelia_purnomo,Gracelia Purnomo,no badge,1,1,no badge
gracia_purnomo,gracia purnomo,no badge,23,4,no badge
rianky_rachmat,Tastylicious.id,no badge,20,4,no badge
chen_tio,Tirjo J,no badge,7,2,no badge
perjalanan_kuliner,Perjalanan Kuliner,no badge,55,7,"Kopi,"
fionatjhia,fionatjhia,no badge,2,1,no badge
handi_suyadi,Handi Suyadi,no badge,42,6,no badge
aridavera,Vera Arida,Alfa 2019,345,13,"Ramen,Kopi,Bakmi,Pasta,Burger,Dessert,"
felita,duocicip,Alfa 2021,655,15,"Ramen,Chinese Food,Dimsum,Kopi,Bakmi,Pizza,Pasta,Sushi,Burger,Dessert,Bubble Tea,"
abdul_basith,abdul basith,no badge,2,1,no badge
Nomzlife,nomz life,no badge,45,5,no badge
mariaangelin,mariaangelin,no badge,2,1,no badge
jawir7,jawir7,no badge,3,1,no badge
aludolau,Aldo Aldo,no badge,1,1,no badge
piecen_tantra,Piecen Tantra,no badge,6,2,no badge
kulinerjabodetabek,kulinerjabodetabek,no badge,7,2,no badge
astri_arf,Astri Arf,no badge,22,4,no badge
itsmarcianovita,Marcia Novita,no badge,22,4,no badge
udahdiperut,Catherine Jessica @udahdiperut,no badge,22,4,no badge
irapooh,Ira Anggraeni,no badge,22,4,no badge
yukjalanjajan,Erika Amandasari,Alfa 2018,344,13,"Kopi,Bakmi,Dessert,Bubble Tea,"
leony_johan,Leony Johan,no badge,7,2,no badge
iseng-kulineran.aja,iseng-kulineran.aja,no badge,2,1,no badge
regina_egin_yunita,Regina Yunita,no badge,17,3,no badge
gilanganugrah,gilanganugrah,no badge,1,1,no badge
ciakpabue,Fransiska Tjia,no badge,1,1,no badge
FoodieJKT,FOODIE JAKARTA,no badge,14,3,no badge
stephlensang,Stefanny Lensang,no badge,18,3,no badge
anneeshadesha,anneesha desha,no badge,17,4,no badge
luckyboy,doni hendrawan,no badge,1,1,no badge
kacungmakan,kacungmakan,no badge,5,1,no badge
renata_kunawan,Renata Kunawan,no badge,7,2,no badge
oliver,Oliver,no badge,45,6,no badge
hwangyujingg,Desy Hwang IG : @hwangyujingg,no badge,16,3,no badge
worthcheatingfor,margaretha,no badge,10,3,no badge
irena0302,irena0302,no badge,19,4,no badge
elizabethrk,Elizabeth Regina,no badge,50,6,"Dessert,"
yudanto_wibowo,Yudanto Wibowo,no badge,2,1,no badge
tosari_hartono,Tosari Hartono,no badge,9,3,no badge
lenny_kurniawan,Lenny Kurniawan,no badge,1,1,no badge
cintia.lim,cintia lim,no badge,3,1,no badge
nadiacarissa,Nadia Carissa,no badge,13,3,no badge
tbwarleling_gmail_com,tbwarleling_gmail_com,no badge,1,1,no badge
Tedsuja,@Tedsuja,no badge,28,5,no badge
margaretwongso,Margaret Wongso,no badge,4,1,no badge
Taufan,Taufan Iqbal,no badge,7,2,no badge
pini,Chee Foodies,no badge,10,2,no badge
sonty_paulina,Sonty Paulina,no badge,1,1,no badge
kurniawan_asya,Kurniawan Asya,no badge,14,3,no badge
meilya,Tiara Meilya,no badge,54,6,no badge
imahasni,imahasni,no badge,3,1,no badge
Riizkiw,Rizki Wijayanti,no badge,1,1,no badge
lieman_lie,Lieman lie,no badge,7,2,no badge
si_kurus_laper,Si Kurus Laper,no badge,4,1,no badge
i_wonk,I Wong,no badge,6,2,no badge
laparpastiberlalu,laparpastiberlalu,no badge,39,5,no badge
yuni_christanty,Yuni Christanty,no badge,1,1,no badge
charlieglim17_gmail_com,charlieglim17_gmail_com,no badge,3,1,no badge
randy_hu,Randy Hu,no badge,5,2,no badge
azwan_thomas,Azwan Thomas,no badge,10,2,no badge
uyeyangky,uyeyangky,no badge,2,1,no badge
sviia.id,Sviia,no badge,5,2,no badge
martha_theodora_taruli,Martha Theodora,no badge,7,2,no badge
rosevin_aquinaldi,Rosevin Aquinaldi,no badge,2,1,no badge
hafizahmurdhatilla,Hafizah Murdhatilla,no badge,60,7,no badge
stphanielauren,Stephanie Lauren,no badge,5,2,no badge
MegaLestary,Mega Lestary,no badge,3,1,no badge
jimmy_ang,Jimmy Ang,no badge,1,1,no badge
ghenia_margareth,Ghenia Margareth,no badge,4,1,no badge
Eko_SB,Eko S.B | IG : Eko_SB,no badge,16,4,no badge
rick6182,Herick Chang,no badge,1,1,no badge
james_ridwan,James Ridwan,no badge,6,2,no badge
fryske_day_nesvita,Fryske Nesvita,no badge,3,1,no badge
Haylin,KucingJajan,no badge,4,1,no badge
DinginDinginYuk,DinginDinginYuk,no badge,2,1,no badge
Jedenfood.id,Jedenfood.id,no badge,2,1,no badge
bhuana_alfanprimadsa,Bhuana Alfan Prima Dhasa,no badge,10,2,no badge
yovie_lie,Ester Yoviana,no badge,1,1,no badge
callista.alexandra,Jajakan.id | Jalan Jajan Makan,no badge,8,2,no badge
aku_baru,chrissy imanuella,no badge,2,1,no badge
amelsabrina,amelsabrina,no badge,10,2,no badge
siapgendut,@siapgendut,no badge,13,3,no badge
triandri_tjendra,Triandri Tjendra,no badge,25,4,no badge
atika_sulistyan,atika sulistyan,no badge,13,3,no badge
michella_angelina,Michella Angelina,no badge,1,1,no badge
graciella_anastasia_jeanne,Graciella Jeanne,no badge,14,3,no badge
dontmisseat,Dontmisseat Indonesia,no badge,1,1,no badge
dorene,Dorene,no badge,8,2,no badge
honey_bee,Jajann mulu,no badge,3,1,no badge
muhammad_al_jufri,Muhammad Jufri,no badge,9,2,no badge
Hara,Sebastian Hara,no badge,18,3,no badge
Marissa.Setiawan,Marissa Setiawan,no badge,151,9,"Steak,Dessert,"
fx_jo,FX JO,no badge,1,0,no badge
deni_yosep,deni Yosep,no badge,2,1,no badge
yogaanjasmara13,Yoga Kadewa,no badge,5,2,no badge
doodleero,Patrick,no badge,4,1,no badge
Mipolo,Kuro Can,no badge,20,3,"Bakmi,"
panda.pandai,Panda Pandai,no badge,12,3,no badge
meandfood,Andin | @meandfood_,Alfa 2017,381,13,"Kopi,Bakmi,Pizza,Pasta,Dessert,"
bintarofoodies,Bintaro Foodies,no badge,4,1,no badge
jforensia_jessica_forensia,Jessica Forensia @honeyfoodies,no badge,23,4,no badge
evi_yenty,Evi Yenty,no badge,36,5,no badge
cia_tjong,cia_tjong,no badge,21,4,no badge
ratu_nesa_husnulliah,Ratu Husnulliah,no badge,1,1,no badge
mayalizhi,mayalizhi,no badge,6,2,no badge
linda_tanadi,Linda Tanadi,no badge,7,2,no badge
LensaYuli,Yuli Setyawan,no badge,61,8,"Kopi,"
spicywolfette,Jenne Santoso,no badge,7,2,no badge
hansen_gunawan,Hansen Gunawan,no badge,4,1,no badge
aileennlia,Aileen Natalia,no badge,8,2,no badge
andri_gunawan,Andri,Alfa 2018,210,11,"Kopi,Bakmi,Sushi,Dessert,"
culinarypurple,culinarypurple,no badge,15,4,no badge
kulinerkotajakarta,kuliner kota jakarta,no badge,4,1,no badge
septi_maulida_rahmawati,Septi Maulida Rahmawati,no badge,3,1,no badge
liza_marlina,Liza Marlina,no badge,12,3,no badge
aura_afifa,Aura Afifa,no badge,2,1,no badge
synthia_tjipto,Synthia Tjipto,no badge,17,4,no badge
saputra_zone,Rio Saputra,no badge,32,5,no badge
rismarisma,Risma Rusdyantoro,no badge,17,4,no badge
afandy_willie,Afandy Willie,no badge,2,1,no badge
david_lukman,David Lukman,no badge,2,1,no badge
monica_silalahi,Monica Silalahi,no badge,1,1,no badge
syailendra_b_gmail_com,Bianca Sy,no badge,2,1,no badge
al_musthofa,Ali Musthofa,no badge,12,3,no badge
yoviana_lie,Yoviana Lie,no badge,1,1,no badge
ainilovina,ainilovina,no badge,9,2,no badge
stephanie_bernard,Stephanie Bernard,no badge,1,1,no badge
aai_cin,Aai Cin,no badge,1,1,no badge
yennitanoyo,Yenni Tanoyo,no badge,33,5,no badge
samuel_iskandar,Samuel Iskandar,no badge,1,1,no badge
indahsari,Indah Sari,no badge,14,3,no badge
wendylolipop93,Wendy Lillyana,no badge,5,1,no badge
cecilpriscilla,Cecil Priscilla,no badge,5,2,no badge
calvin_calvin,Calvin Calvin,no badge,1,1,no badge
ilham_ramadhan,ilham ramadhan,no badge,4,1,no badge
sigit_wahyu,sigit wahyu,no badge,3,1,no badge
rezaimam,Reza Imam Pratama,no badge,90,8,"Kopi,"
nathanael_jeremy,Jeremy Nathanael,no badge,10,2,no badge
lauw_martinus_djaufarry,Martinus Dj.,no badge,6,2,no badge
rudy_priyana,Rudy Priyana,no badge,2,1,no badge
onebaja,Iwan Salim,no badge,6,2,no badge
godfrey_kumala,Godfrey Kumala,no badge,1,1,no badge
KokoGempal,Koko Gempal,no badge,31,5,no badge
bumblebee_girl,Devi Kwik,no badge,21,4,no badge
mega_fitri_choirunnisa,Mega Choirunnisa,no badge,1,1,no badge
Marshaardelia,Marsha Ardelia,no badge,5,2,no badge
clarissa_lavenia,Flavor Pal,no badge,8,2,no badge
anggita_deska,Anggita Deska,no badge,16,3,no badge
Wanjodi,Wanjodi Rushartanto,no badge,67,7,"Dessert,"
agatayashinta,Yashinta,no badge,48,6,no badge
polar_pocka,maria natalia,no badge,4,1,no badge
adoni4126_gmail_com,adoni4126_gmail_com,no badge,3,1,no badge
tio.mimi,tio.mimi,no badge,18,4,no badge
debonataa,Debora Natalia,no badge,6,2,no badge
cindy_jesss,cindy_jesss,no badge,3,1,no badge
wulan_dari,yulia Wulandari,no badge,1,1,no badge
aspiah,Aspiah,no badge,8,2,no badge
reinaldi_enal,Reinaldi Enal,no badge,1,1,no badge
syifa_sekar,Sissy Shinbia,no badge,3,1,no badge
muhammad_dendy_naufal,Muhammad Dendy Naufal,no badge,3,1,no badge
yohannes_hinryanto,koko traktir,no badge,2,1,no badge
yangli,Yangli Yangli,no badge,1,0,no badge
savannah_eny_autumnia,Eny Nurtitah,no badge,3,1,no badge
gravityaroundme,Syahrina Pahlevi @gravityaroundme,no badge,28,5,"Kopi,"
perutendut,Perut endut,no badge,7,2,no badge
foodinrupiah,foodinrupiah,no badge,7,2,no badge
grace_yohana,Grace Yohana,no badge,14,3,no badge
jantimj,jantimj,no badge,1,1,no badge
theodorre_harrz_dinata,Theodorre harry Dinata,no badge,53,6,no badge
Ruddy,Ruddy,no badge,1,1,no badge
foodstoriesid,Farah Nadhya | @foodstoriesid,Alfa 2018,256,12,"Kopi,Pizza,Pasta,Burger,Dessert,"
foodloversid,Food Lovers Id,no badge,37,5,no badge
delvenia_gusti,tiramvsu,no badge,20,4,no badge
siti_hiroshi,Siti Hiroshi,no badge,44,6,no badge
IvannAgustina,Ivanna Agustina,no badge,7,2,no badge
mikel_abuy,Mikel Abuy,no badge,8,2,no badge
Sucifebriyanti,Suci Febriyanti,no badge,1,1,no badge
annisakamilias,Annisa Kamilia Sekarini,no badge,13,3,no badge
eugenia_elisa,Eugenia Elisa,no badge,2,1,no badge
lucia_margaret,Lucia Margaret,no badge,7,2,no badge
laperlagi,Mr.Mrs Mermaid,no badge,6,2,no badge
devi_jochie,Devi Jochie,no badge,32,5,"Bakmi,"
teman.hardi,teman.hardi,no badge,3,1,no badge
supri_surono,Supri Surono,no badge,1,1,no badge
Epnunugroho,Epnunugroho,no badge,1,1,no badge
